,sentences,entity_1_mention,entity_2_mention,type,kfold
232,"in contrast, many organosulfur compounds, such as diallyl sulfide from <e1> garlic </e1>, are potent inhibitors of <e2> cyp2e1 </e2>; this may provide an explanation for <e1> garlic </e1>'s chemoproventive effects, as many mutagens require activation by <e2> cyp2e1 </e2>",garlic,cyp2e1,POSITIVE,3
233,"moreover, <e1> ligustilide </e1>, schisantherin a, berberine hydrochloride and trans-resveratrol were identified for the first time as efficacious pxr agonists. conclusions: twenty-two tcm ethanol extracts and eight bioactive compounds could activate pxr signalling pathway and induce <e2> cyp3a4 </e2> reporter gene",ligustilide,cyp3a4,POSITIVE,3
234,"aim: to examine the growth inhibitory effects of phyllanthus emblica (<e1> p. emblica </e1>) and terminalia bellerica (t. bellerica) extracts on human hepatocellular carcinoma (hepg2), and lung carcinoma (a549) cells and their synergistic effect with <e2> doxorubicin </e2> or cisplatin",p. emblica,doxorubicin,SPECULATIVE,3
235,readministration of <e1> felodipine </e1> with <e2> grapefruit </e2> juice produced mean <e1> felodipine </e1> auc (61,felodipine,grapefruit,NEGATIVE,3
236,serum pools prepared from samples from patients receiving <e1> digoxin </e1> and then supplemented with asian or <e2> siberian ginseng </e2> showed falsely increased <e1> digoxin </e1> values using the fpia (e,digoxin,siberian ginseng,POSITIVE,3
237,".32) for <e1> ginkgo </e1> treatment, and 1.00 (0.81-1.23) for ginger coadministration suggesting these herbs did not affect <e2> cyp2c9 </e2> activity",ginkgo,cyp2c9,NEGATIVE,3
238,"herbal medicine regimens containing radix bupleuri, fructus gardenia, fructus schisandrae, radix rehmanniae, akebia caulis, and <e1> semen plantaginis </e1> in concomitant use with <e2> quetiapine </e2>, clozapine, and olanzepine were associated with nearly 60% of the risk of adverse outcomes",semen plantaginis,quetiapine,POSITIVE,3
239,"previous in vitro studies indicate that <e1> curcuminoids </e1> and piperine (a black pepper derivative that enhances curcuminoid bioavailability) could inhibit human cyp3a, cyp2c9, <e2> ugt </e2> and sult dependent drug metabolism",curcuminoids,ugt,POSITIVE,3
240,"the aim was to evaluate antibiotic modulatory effect of crude extracts from agrimonia eupatoria, hypericum alpestre, <e1> rumex obtusifolius </e1> and sanguisorba officinalis herbs towards several <e2> commercial antibiotics </e2> using some gram-positive and gram-negative bacteria",rumex obtusifolius,commercial antibiotics,POSITIVE,3
241,"herbal medicine regimens containing radix bupleuri, fructus gardenia, <e1> fructus schisandrae </e1>, radix rehmanniae, akebia caulis, and semen plantaginis in concomitant use with quetiapine, clozapine, and <e2> olanzepine </e2> were associated with nearly 60% of the risk of adverse outcomes",fructus schisandrae,olanzepine,POSITIVE,3
242,"<e1> anticoagulants </e1>, nsaids, anti-platelet agents: <e2> lavender </e2> contains varying amounts of coumarins and may therefore theoretically increase the effect of anticoagulant medications",anticoagulants,lavender,POSITIVE,3
243,. methods: colorectal carcinoma (ht29) and human hepatocellular carcinoma (hepg2) cells were treated with spray-dried extracts of <e1> phyllanthus niruri </e1> (sdepn) either alone or in combination with <e2> cisplatin </e2> at different concentrations (0,phyllanthus niruri,cisplatin,SPECULATIVE,3
244,". results: compared with placebo, the curcuminoid/<e1> piperine </e1> treatment produced no meaningful changes in plasma c(max), auc, clearance, elimination half-life or metabolite levels of midazolam, flurbiprofen or <e2> paracetamol </e2> (α = 0",piperine,paracetamol,NEGATIVE,3
245,. conclusion: <e1> echinacea </e1> significantly reduced plasma concentrations of <e2> s-warfarin </e2>,echinacea,s-warfarin,POSITIVE,3
246,"the mean (95% ci) apparent clearances of s-<e1> warfarin </e1> after <e1> warfarin </e1> alone, with <e2> ginkgo </e2> or ginger were 189 (167-210) ml h(-1), 200 (173-227) ml h(-1) and 201 (171-231) ml h(-1), respectively",warfarin,ginkgo,SPECULATIVE,3
247,"aim: to explore the potential interactions between <e1> yin zhi huang </e1> (yzh) and <e2> omeprazole </e2>, a substrate of cyp3a4 and cyp2c19",yin zhi huang,omeprazole,SPECULATIVE,3
248,"prospective simulations with grapefruit juice and <e1> turmeric </e1> showed clinically minor to insignificant changes in exposure (<1.50-fold) to <e2> acalabrutinib </e2>, osimertinib and olaparib, but predicted 1",turmeric,acalabrutinib,POSITIVE,3
249,aim: to assess the effects of radix bupleuri and <e1> vinegar-baked radix bupleuri </e1> on <e2> cytochrome 450 </e2> activity of rats,vinegar-baked radix bupleuri,cytochrome 450,SPECULATIVE,3
250,".0 years, and their most-used medications were metformin, <e2> atorvastatin </e2>, and aspirin, while their most-used herbs were ginger (74.7%), mint (72%), and <e1> cumin </e1> (66",cumin,atorvastatin,SPECULATIVE,3
251,".0 years, and their most-used medications were <e1> metformin </e1>, atorvastatin, and aspirin, while their most-used herbs were <e2> ginger </e2> (74",metformin,ginger,SPECULATIVE,3
252,aim: to investigate the effects of <e1> ginkgo biloba </e1> extract (gbe) and tanshinone (tan) on cytochrome p450 (<e2> cyp </e2>) isozymes and glutathione transferase (gt) in rats,ginkgo biloba,cyp,SPECULATIVE,3
253,"moreover, ligustilide, <e1> schisantherin a </e1>, berberine hydrochloride and trans-resveratrol were identified for the first time as efficacious pxr agonists. conclusions: twenty-two tcm ethanol extracts and eight bioactive compounds could activate pxr signalling pathway and induce <e2> cyp3a4 </e2> reporter gene",schisantherin a,cyp3a4,POSITIVE,3
254,". results: platelet inhibition with the combination of <e1> g. biloba </e1> and <e2> clopidogrel </e2> or cilostazol was not statistically significant compared with individual doses of drugs, with all the three aggregants",g. biloba,clopidogrel,NEGATIVE,3
255,"interactions of several commonly used herbal medicines, such as ginko biloba, <e1> milk thistle </e1>, and st. john's wort, with therapeutic drugs including warfarin, midazolam, alprazolam, <e2> indinavir </e2>, saquinavir, digoxin, nifedipine, cyclosporine, tacrolimus, irinotecan, and imatinib in humans have been reported",milk thistle,indinavir,POSITIVE,3
256,"previous in vitro studies indicate that <e1> curcuminoids </e1> and piperine (a black pepper derivative that enhances curcuminoid bioavailability) could inhibit human cyp3a, cyp2c9, ugt and <e2> sult </e2> dependent drug metabolism",curcuminoids,sult,POSITIVE,3
257,"<e1> khat </e1> chewing has been shown to reduce the bioavailabilities of orally co-administered antibiotics, <e2> ampicillin </e2>, amoxicillin, cephradine and tetracyclinehcl, and the antimalarial drug, chloroquine",khat,ampicillin,POSITIVE,3
258,<e1> cyclosporine </e1> dosage during the comedication with <e2> st john's wort </e2> was increased to a mean dosage of 8,cyclosporine,st john's wort,SPECULATIVE,3
259,"the <e1> hop </e1> extract at 5 μg/ml inhibited <e2> cyp2c8 </e2> (93%), cyp2c9 (88%), cyp2c19 (70%), and cyp1a2 (27%) with ic50 values of 0",hop,cyp2c8,POSITIVE,3
260,"in this article, the modulatory effects of extracts from <e1> vinegar-baked radix bupleuri </e1> (vbrb) and <e2> saikosaponins </e2> on the activity of cyp1a2, cyp2c9 and cyp3a4 were investigated in vitro",vinegar-baked radix bupleuri,saikosaponins,SPECULATIVE,3
261,.001) improvement was observed in the activities of enzymatic and non-enzymatic antioxidants in patients treated with <e1> sesame </e1> oil and its combination with <e2> glibenclamide </e2>,sesame,glibenclamide,POSITIVE,3
262,"in transplant patients, self-medication with <e1> st john's wort </e1> (hypericum perforatum) has led to a drop in plasma levels of the immunosuppressant drug <e2> cyclosporine </e2>, causing tissue rejection",st john's wort,cyclosporine,POSITIVE,3
263,"previous in vitro studies indicate that curcuminoids and <e1> piperine </e1> (a black pepper derivative that enhances curcuminoid bioavailability) could inhibit human <e2> cyp3a </e2>, cyp2c9, ugt and sult dependent drug metabolism",piperine,cyp3a,POSITIVE,3
264,"herbal medicine regimens containing <e1> radix bupleuri </e1>, fructus gardenia, fructus schisandrae, radix rehmanniae, akebia caulis, and semen plantaginis in concomitant use with quetiapine, clozapine, and <e2> olanzepine </e2> were associated with nearly 60% of the risk of adverse outcomes",radix bupleuri,olanzepine,POSITIVE,3
265,.13) and for <e1> r-warfarin </e1> was 1.02 (0.95-1.10) when coadministered with <e2> ginger </e2>,r-warfarin,ginger,SPECULATIVE,3
266,"interactions of several commonly used herbal medicines, such as ginko biloba, <e1> milk thistle </e1>, and st. john's wort, with therapeutic drugs including warfarin, midazolam, alprazolam, indinavir, saquinavir, digoxin, <e2> nifedipine </e2>, cyclosporine, tacrolimus, irinotecan, and imatinib in humans have been reported",milk thistle,nifedipine,POSITIVE,3
267,"interactions of several commonly used herbal medicines, such as <e1> ginko biloba </e1>, milk thistle, and st. john's wort, with therapeutic drugs including warfarin, midazolam, alprazolam, indinavir, saquinavir, <e2> digoxin </e2>, nifedipine, cyclosporine, tacrolimus, irinotecan, and imatinib in humans have been reported",ginko biloba,digoxin,POSITIVE,3
268,"prospective simulations with <e1> grapefruit </e1> juice and turmeric showed clinically minor to insignificant changes in exposure (<1.50-fold) to <e2> acalabrutinib </e2>, osimertinib and olaparib, but predicted 1",grapefruit,acalabrutinib,POSITIVE,3
269,"<e1> khat </e1> chewing has been shown to reduce the bioavailabilities of orally co-administered antibiotics, ampicillin, amoxicillin, cephradine and <e2> tetracyclinehcl </e2>, and the antimalarial drug, chloroquine",khat,tetracyclinehcl,POSITIVE,3
270,"interactions of several commonly used herbal medicines, such as ginko biloba, <e1> milk thistle </e1>, and st. john's wort, with therapeutic drugs including <e2> warfarin </e2>, midazolam, alprazolam, indinavir, saquinavir, digoxin, nifedipine, cyclosporine, tacrolimus, irinotecan, and imatinib in humans have been reported",milk thistle,warfarin,POSITIVE,3
271,"herbal medicine regimens containing radix bupleuri, fructus gardenia, fructus schisandrae, radix rehmanniae, <e1> akebia caulis </e1>, and semen plantaginis in concomitant use with <e2> quetiapine </e2>, clozapine, and olanzepine were associated with nearly 60% of the risk of adverse outcomes",akebia caulis,quetiapine,POSITIVE,4
272,"in this study, we investigated the effects of <e1> a. paniculata </e1> extract (ape) and andrographolide on the expression of <e2> drug-metabolizing enzymes </e2> in rat liver and determined whether modulation of these enzymes changed the pharmacokinetics of tolbutamide",a. paniculata,drug-metabolizing enzymes,SPECULATIVE,4
273,<e1> digoxin </e1>-like immunoreactive substances (dliss) showed synergistic effects with <e2> ginsengs </e2> in interfering with the fpia and meia for <e1> digoxin </e1>,digoxin,ginsengs,POSITIVE,4
274,"in this article, the modulatory effects of extracts from vinegar-baked radix bupleuri (<e1> vbrb </e1>) and saikosaponins on the activity of cyp1a2, cyp2c9 and <e2> cyp3a4 </e2> were investigated in vitro",vbrb,cyp3a4,SPECULATIVE,4
275,"interactions of several commonly used herbal medicines, such as ginko biloba, <e1> milk thistle </e1>, and st. john's wort, with therapeutic drugs including warfarin, midazolam, <e2> alprazolam </e2>, indinavir, saquinavir, digoxin, nifedipine, cyclosporine, tacrolimus, irinotecan, and imatinib in humans have been reported",milk thistle,alprazolam,POSITIVE,4
276,"in vitro studies from our laboratory suggest that short-term exposure with pure herbal agents such as <e1> hypericin </e1>, kaempferol and quercetin or extract of sjw resulted in higher uptake or influx of <e2> ritonavir </e2> and erythromycin",hypericin,ritonavir,POSITIVE,4
277,"aim: to examine the growth inhibitory effects of phyllanthus emblica (<e1> p. emblica </e1>) and terminalia bellerica (t. bellerica) extracts on human hepatocellular carcinoma (hepg2), and lung carcinoma (a549) cells and their synergistic effect with doxorubicin or <e2> cisplatin </e2>",p. emblica,cisplatin,SPECULATIVE,4
278,"interactions of several commonly used herbal medicines, such as <e1> ginko biloba </e1>, milk thistle, and st. john's wort, with therapeutic drugs including warfarin, midazolam, alprazolam, indinavir, saquinavir, digoxin, nifedipine, cyclosporine, tacrolimus, <e2> irinotecan </e2>, and imatinib in humans have been reported",ginko biloba,irinotecan,POSITIVE,4
279,. methods: hepg2 and a549 cells were treated with <e1> p. emblica </e1> and t. bellerica extracts either alone or in combination with doxorubicin or <e2> cisplatin </e2> and effects on cell growth were determined using the sulforhodamine b (srb) assay,p. emblica,cisplatin,SPECULATIVE,4
280,"subjects received <e1> atenolol </e1> with either 300 ml water, 1200 ml <e2> apple </e2> juice or 600 ml <e2> apple </e2> juice",atenolol,apple,SPECULATIVE,4
281,"prospective simulations with <e1> grapefruit </e1> juice and turmeric showed clinically minor to insignificant changes in exposure (<1.50-fold) to acalabrutinib, <e2> osimertinib </e2> and olaparib, but predicted 1",grapefruit,osimertinib,POSITIVE,4
282,"interactions of several commonly used herbal medicines, such as <e1> ginko biloba </e1>, milk thistle, and st. john's wort, with therapeutic drugs including warfarin, midazolam, alprazolam, indinavir, saquinavir, digoxin, <e2> nifedipine </e2>, cyclosporine, tacrolimus, irinotecan, and imatinib in humans have been reported",ginko biloba,nifedipine,POSITIVE,4
283,".) are used in the brewing of beer and by menopausal women as estrogenic dietary supplements, the potential for <e2> hop </e2> extracts and <e2> hop </e2> constituents to cause drug-botanical interactions by inhibiting human <e1> cytochrome p450 </e1> enzymes was investigated",cytochrome p450,hop,POSITIVE,4
284,"the <e1> hop </e1> extract at 5 μg/ml inhibited cyp2c8 (93%), cyp2c9 (88%), cyp2c19 (70%), and <e2> cyp1a2 </e2> (27%) with ic50 values of 0.8, 0.9, 3.3, and 9.4 μg/ml, respectively, but time-dependent inactivation was observed only for <e2> cyp1a2 </e2>",hop,cyp1a2,POSITIVE,4
285,"in vitro studies from our laboratory suggest that short-term exposure with pure herbal agents such as hypericin, kaempferol and <e1> quercetin </e1> or extract of sjw resulted in higher uptake or influx of <e2> ritonavir </e2> and erythromycin",quercetin,ritonavir,POSITIVE,4
286,"interactions of several commonly used herbal medicines, such as ginko biloba, <e1> milk thistle </e1>, and st. john's wort, with therapeutic drugs including warfarin, <e2> midazolam </e2>, alprazolam, indinavir, saquinavir, digoxin, nifedipine, cyclosporine, tacrolimus, irinotecan, and imatinib in humans have been reported",milk thistle,midazolam,POSITIVE,4
287,.05) from that of controlled rats. conclusion: the <e1> radix bupleuri </e1> and vinegar-baked <e1> radix bupleuri </e1> have different effects on the cyp2c9 and <e2> cyp2c19 </e2>,radix bupleuri,cyp2c19,POSITIVE,4
288,"extracts of <e1> hops </e1> contain prenylated compounds such as the flavanones isoxanthohumol and 8-prenylnaringenin and the chalcone xanthohumol that can inhibit cyp450s, especially the cyp2c family, which may affect the efficacy and safety of some <e2> cyp2c substrate drugs </e2> when co-administered",hops,cyp2c substrate drugs,POSITIVE,4
289,". biloba </e1>, 240 mg <e1> g. biloba </e1>, 100 mg cilostazol, 200 mg cilostazol, 75 mg <e2> clopidogrel </e2>, 150 mg <e2> clopidogrel </e2>, 120 mg <e1> g",g. biloba,clopidogrel,SPECULATIVE,4
290,"<e1> khat </e1> chewing has been shown to reduce the bioavailabilities of orally co-administered antibiotics, ampicillin, amoxicillin, cephradine and tetracyclinehcl, and the <e2> antimalarial drug </e2>, chloroquine",khat,antimalarial drug,POSITIVE,4
291,". emblica) and <e1> terminalia bellerica </e1> (t. bellerica) extracts on human hepatocellular carcinoma (hepg2), and lung carcinoma (a549) cells and their synergistic effect with doxorubicin or <e2> cisplatin </e2>",terminalia bellerica,cisplatin,SPECULATIVE,4
292,". methods: six probe drugs (<e1> caffeine </e1>, midazolam, dextromethorphan, tolbutamide, omeprazole, chlorzoxazone) were simultaneously given to rats after different dosing of <e2> radix bupleuri </e2> or vinegar-baked <e2> radix bupleuri </e2> for seven days",caffeine,radix bupleuri,SPECULATIVE,4
293,"radix bupleuri and <e1> vinegar-baked radix bupleuri </e1> have strong induction effects on the cyp2e1, <e2> cyp2d6 </e2> and cyp3a4, however, have no impact on cyp1a2",vinegar-baked radix bupleuri,cyp2d6,POSITIVE,4
294,the pharmacokinetics of <e1> caffeine </e1> in all <e2> radix bupleuri </e2> or vinegar-baked <e2> radix bupleuri </e2>-treated rats showed no statistically significant difference (p > 0,caffeine,radix bupleuri,POSITIVE,4
295,". results: as compared with <e1> sesame </e1> oil and <e2> glibenclamide </e2> alone, combination therapy showed an improved anti-hyperglycemic effect with 36% reduction of glucose (p < 0",sesame,glibenclamide,POSITIVE,4
296,"<e1> radix bupleuri </e1> and vinegar-baked <e1> radix bupleuri </e1> have strong induction effects on the cyp2e1, cyp2d6 and <e2> cyp3a4 </e2>, however, have no impact on cyp1a2",radix bupleuri,cyp3a4,POSITIVE,4
297,"<e1> st john's wort </e1> also enhances the metabolism of other cyp3a4 substrates including the protease inhibitors indinavir and nevirapine, oral contraceptives, and tricyclic antidepressants such as <e2> amitriptyline </e2>",st john's wort,amitriptyline,POSITIVE,4
298,plasma concentrations of <e1> simvastatin </e1> and <e1> simvastatin </e1> acid were determined up to 24 h. results: <e2> grapefruit </e2> juice increased the area under the plasma concentration-time curves from 0 to 24 h [auc(0-24)] of <e1> simvastatin </e1> 3,simvastatin,grapefruit,POSITIVE,4
299,in april 2000 the interaction of <e1> st john's wort </e1> with <e2> cyclosporine </e2> was suspected and the patient's self-medication was stopped,st john's wort,cyclosporine,POSITIVE,4
300,".0 years, and their most-used medications were <e2> metformin </e2>, atorvastatin, and aspirin, while their most-used herbs were ginger (74.7%), mint (72%), and <e1> cumin </e1> (66",cumin,metformin,SPECULATIVE,4
301,the modulatory effects of different <e1> vbrb </e1> extracts and saikosaponins on <e2> cyp </e2> isoforms increased with concentration,vbrb,cyp,SPECULATIVE,4
302,". methods: six probe drugs (caffeine, midazolam, <e1> dextromethorphan </e1>, tolbutamide, omeprazole, chlorzoxazone) were simultaneously given to rats after different dosing of radix bupleuri or <e2> vinegar-baked radix bupleuri </e2> for seven days",dextromethorphan,vinegar-baked radix bupleuri,SPECULATIVE,4
303,"in this article, the modulatory effects of extracts from vinegar-baked radix bupleuri (<e1> vbrb </e1>) and <e2> saikosaponins </e2> on the activity of cyp1a2, cyp2c9 and cyp3a4 were investigated in vitro",vbrb,saikosaponins,SPECULATIVE,4
304,"<e1> felodipine </e1> auc (r = 0.73, p < 0.01) and cmax (r = 0.69, p < 0.02) correlated between <e2> grapefruit </e2> juice treatments among individuals",felodipine,grapefruit,POSITIVE,4
305,"aim: the aim of this study was to investigate the effect of two common herbal medicines, ginkgo and <e1> ginger </e1>, on the pharmacokinetics and pharmacodynamics of <e2> warfarin </e2> and the independent effect of these herbs on clotting status",ginger,warfarin,SPECULATIVE,4
306,. conclusions: danggui and <e1> honghua </e1> possess antithrombotic activity and cannot potentiate the antithrombotic effect of <e2> clopidogrel </e2>,honghua,clopidogrel,POSITIVE,4
307,.1457c>t had a minimal effect on the pharmacokinetics of <e2> atenolol </e2> when the drug was administered with water or <e1> apple </e1> juice,apple,atenolol,POSITIVE,4
308,"interactions of several commonly used herbal medicines, such as <e1> ginko biloba </e1>, milk thistle, and st. john's wort, with therapeutic drugs including warfarin, <e2> midazolam </e2>, alprazolam, indinavir, saquinavir, digoxin, nifedipine, cyclosporine, tacrolimus, irinotecan, and imatinib in humans have been reported",ginko biloba,midazolam,POSITIVE,4
309,"aim: the aim of this study was to investigate the effect of two common herbal medicines, <e1> ginkgo </e1> and ginger, on the pharmacokinetics and pharmacodynamics of <e2> warfarin </e2> and the independent effect of these herbs on clotting status",ginkgo,warfarin,SPECULATIVE,4
310,"in this study, we investigated the effects of <e1> a. paniculata </e1> extract (ape) and andrographolide on the expression of drug-metabolizing enzymes in rat liver and determined whether modulation of these enzymes changed the pharmacokinetics of <e2> tolbutamide </e2>",a. paniculata,tolbutamide,SPECULATIVE,4
311,"interactions of several commonly used herbal medicines, such as ginko biloba, milk thistle, and <e1> st. john's wort </e1>, with therapeutic drugs including warfarin, midazolam, alprazolam, indinavir, saquinavir, digoxin, nifedipine, cyclosporine, tacrolimus, <e2> irinotecan </e2>, and imatinib in humans have been reported",st. john's wort,irinotecan,POSITIVE,4
312,"the imputability of this interaction to both natural products, as determined by the naranjo algorithm, suggests a probable association between <e1> boldo </e1>-fenugreek and increased bleeding time in patients treated with <e2> warfarin </e2>",boldo,warfarin,POSITIVE,4
313,synergistic effects (ci < 1) for <e1> p. emblica </e1>/<e2> doxorubicin </e2> or cisplatin at different dose levels were demonstrated in a549 and hepg2 cells,p. emblica,doxorubicin,POSITIVE,4
314,".0 years, and their most-used medications were metformin, <e1> atorvastatin </e1>, and aspirin, while their most-used herbs were <e2> ginger </e2> (74",atorvastatin,ginger,SPECULATIVE,4
315,dosing with <e1> ginkgo </e1> or ginger was continued for 7 days after administration of the <e2> warfarin </e2> dose,ginkgo,warfarin,SPECULATIVE,4
316,"the <e1> hop </e1> extract at 5 μg/ml inhibited cyp2c8 (93%), cyp2c9 (88%), <e2> cyp2c19 </e2> (70%), and cyp1a2 (27%) with ic50 values of 0",hop,cyp2c19,POSITIVE,4
317,aim: to assess the effects of <e1> radix bupleuri </e1> and vinegar-baked <e1> radix bupleuri </e1> on <e2> cytochrome 450 </e2> activity of rats,radix bupleuri,cytochrome 450,SPECULATIVE,4
318,aims: <e1> ginkgo biloba </e1> is available as an over-the-counter drug and reported to cause haemorrhage when coadministered with other <e2> antiplatelet agents </e2>,ginkgo biloba,antiplatelet agents,POSITIVE,4
319,"<e2> anticoagulants </e2>, nsaids, anti-platelet agents: lavender contains varying amounts of <e1> coumarins </e1> and may therefore theoretically increase the effect of anticoagulant medications",coumarins,anticoagulants,POSITIVE,4
320,". biloba </e1>, 240 mg <e1> g. biloba </e1>, 100 mg <e2> cilostazol </e2>, 200 mg <e2> cilostazol </e2>, 75 mg clopidogrel, 150 mg clopidogrel, 120 mg <e1> g",g. biloba,cilostazol,SPECULATIVE,4
321,"in order to investigate the influence of <e1> rhodiola rosea l. </e1> roots on mood disorders, three extracts were tested against <e2> monoamine oxidases </e2> (maos a and b) in a microtitre plate bioassay",rhodiola rosea l.,monoamine oxidases,POSITIVE,4
322,". results: compared with placebo, the <e1> curcuminoid </e1>/piperine treatment produced no meaningful changes in plasma c(max), auc, clearance, elimination half-life or metabolite levels of midazolam, flurbiprofen or <e2> paracetamol </e2> (α = 0",curcuminoid,paracetamol,NEGATIVE,4
323,"for example, induction of cyp3a4 by <e1> st. john's wort </e1> may partly provide an explanation for the enhanced plasma clearance of a number of drugs, such as cyclosporine and innadivir, which are known <e2> substrates of cyp3a4 </e2>, although other mechanisms including modulation of gastric absorption and drug transporters cannot be ruled out",st. john's wort,substrates of cyp3a4,POSITIVE,4
324,"herbal medicine regimens containing radix bupleuri, fructus gardenia, fructus schisandrae, radix rehmanniae, akebia caulis, and <e1> semen plantaginis </e1> in concomitant use with quetiapine, clozapine, and <e2> olanzepine </e2> were associated with nearly 60% of the risk of adverse outcomes",semen plantaginis,olanzepine,POSITIVE,4
325,".0 years, and their most-used medications were metformin, atorvastatin, and <e1> aspirin </e1>, while their most-used herbs were <e2> ginger </e2> (74",aspirin,ginger,SPECULATIVE,4
326,"interactions of several commonly used herbal medicines, such as ginko biloba, milk thistle, and <e1> st. john's wort </e1>, with therapeutic drugs including warfarin, midazolam, alprazolam, indinavir, saquinavir, digoxin, nifedipine, cyclosporine, tacrolimus, irinotecan, and <e2> imatinib </e2> in humans have been reported",st. john's wort,imatinib,POSITIVE,4
327,<e1> digoxin </e1>-like immunoreactive substances (dliss) showed synergistic effects with <e2> ginsengs </e2> in interfering with the fpia and meia for <e1> digoxin </e1>,digoxin,ginsengs,POSITIVE,4
328,". results: it was observed that there a significant differences in the cmax, auc, aumc, t1/2, and mrt of <e1> theophylline </e1> when coadministered with <e2> commiphora myrrha </e2> which indicate that the herb affect the metabolism and elimination when coadministered with <e1> theophylline </e1> ",theophylline,commiphora myrrha,POSITIVE,4
329,"herbal medicine regimens containing radix bupleuri, fructus gardenia, fructus schisandrae, radix rehmanniae, akebia caulis, and <e1> semen plantaginis </e1> in concomitant use with quetiapine, <e2> clozapine </e2>, and olanzepine were associated with nearly 60% of the risk of adverse outcomes",semen plantaginis,clozapine,POSITIVE,4
330,"moreover, ligustilide, schisantherin a, berberine <e1> hydrochloride </e1> and trans-resveratrol were identified for the first time as efficacious pxr agonists. conclusions: twenty-two tcm ethanol extracts and eight bioactive compounds could activate pxr signalling pathway and induce <e2> cyp3a4 </e2> reporter gene",hydrochloride,cyp3a4,POSITIVE,4
331,many <e1> plant </e1>-antibiotic combinations induced the decrease in mics of <e2> antibiotics </e2> up to ~fourfold indicating synergy,plant,antibiotics,POSITIVE,4
332,the modulatory effects of different vbrb extracts and <e1> saikosaponins </e1> on <e2> cyp </e2> isoforms increased with concentration,saikosaponins,cyp,SPECULATIVE,4
333,". emblica) and terminalia bellerica (<e1> t. bellerica </e1>) extracts on human hepatocellular carcinoma (hepg2), and lung carcinoma (a549) cells and their synergistic effect with doxorubicin or <e2> cisplatin </e2>",t. bellerica,cisplatin,SPECULATIVE,4
334,"previous in vitro studies indicate that <e1> curcuminoids </e1> and piperine (a black pepper derivative that enhances curcuminoid bioavailability) could inhibit human cyp3a, <e2> cyp2c9 </e2>, ugt and sult dependent drug metabolism",curcuminoids,cyp2c9,POSITIVE,4
335,also co-administration of <e1> gce </e1> (50 mg/kg bw) with <e2> insulin </e2> caused a significant reduction inthe n-fbgl at 2,gce,insulin,POSITIVE,4
336,<e1> ginkgo biloba </e1> potentiated the bleeding time prolongation effect of <e2> cilostazol </e2>,ginkgo biloba,cilostazol,POSITIVE,4
337,"herbal medicine regimens containing radix bupleuri, fructus gardenia, fructus schisandrae, <e2> radix rehmanniae </e2>, akebia caulis, and semen plantaginis in concomitant use with quetiapine, <e1> clozapine </e1>, and olanzepine were associated with nearly 60% of the risk of adverse outcomes",clozapine,radix rehmanniae,POSITIVE,4
