,sentences,entity_1_mention,entity_2_mention,type,kfold
183, <e1> felodipine </e1>  10 mg extended release was administered with 250 ml regu <e2> grapefruit </e2> th grapefruit juice or water in a randomized crossover manner followed by a second grapefruit juice treatment in 12 healthy men.,felodipine,grapefruit,SPECULATIVE,2
184,"aim: to investigate the effects of ginkgo biloba extract (gbe) and tanshinone (tan) on cytochrome p450 (cyp) isozymes and glutathione transferase (gt) in rats. methods: several cyp-dependent reactions were monitored in liver and kidney microsomes of male rats treated ig with gbe and tan daily for 10 d. the activity of gt, the levels of malondialdehyde (mda) and nitric oxide (no) in the tissues were also determined. results: cyp1a1,  <e1> 1a2 </e1> , and 2b1 activities in the liver were all significantly increased (2-9.5 fold) by pretreatment <e2> tan </e2> th gbe or tan (p<0.01).",1a2,tan,POSITIVE,2
185,"12 h-fasting venous blood samples were collected at baseline (0 day) and after 60 days of the experiment for various biochemical analysis. results: as compared with sesame oil and glibenclamide alone, combination therapy showed an improved anti-hyperglycemic effect with 36% reduction of glucose (p < 0.001 vs before treatment, p < 0.01 vs  <e1> sesame </e1>  oil monotherapy, <e2> glibenclamide </e2> glibenclamide monotherapy) and 43% reduction of hba(1c) (p < 0.001 vs before treatment, p < 0.01 vs sesame oil monotherapy, p < 0.05 vs glibenclamide monotherapy) at the end point.",sesame,glibenclamide,POSITIVE,2
186,"isoxanthohumol from  <e1> hops </e1>  was the most potent  <e2> cyp2c8 </e2> tor of cyp2c8 with an ic50 of 0.2 μm, whereas 8-prenylnaringenin was the most potent inhibitor of cyp1a2, cyp2c9 and cyp2c19 with ic50 values of 1.1 μm, 1.1 μm and 0.4 μm, respectively.",hops,cyp2c8,POSITIVE,2
187,"prospective simulations with  <e1> grapefruit </e1>  juice and turmeric showed clinically minor to insignificant changes in exposure (<1 <e2> acalabrutinib </e2> acalabrutinib, osimertinib and olaparib, but predicted 1.57-fold fc-di risk between acalabrutinib and curcumin.",grapefruit,acalabrutinib,POSITIVE,2
188,"as hops (humulus lupulus l.) are used in the brewing of beer and by menopausal women as estrogenic dietary supplements, the potential for hop extracts and  <e1> hop </e1>  constitue <e2> drug </e2> to cause drug-botanical interactions by inhibiting human cytochrome p450 enzymes was investigated.",hop,drug,POSITIVE,2
189,"aim: to investigate the effects of ginkgo biloba extract ( <e1> gbe </e1> ) and tanshin <e2> cytochrome p450 </e2> tochrome p450 (cyp) isozymes and glutathione transferase (gt) in rats. methods: several cyp-dependent reactions were monitored in liver and kidney microsomes of male rats treated ig with gbe and tan daily for 10 d. the activity of gt, the levels of malondialdehyde (mda) and nitric oxide (no) in the tissues were also determined. results: cyp1a1, 1a2, and 2b1 activities in the liver were all significantly increased (2-9.5 fold) by pretreatment with gbe or tan (p<0.01).",gbe,cytochrome p450,SPECULATIVE,2
190,"in this study, we investigated the effects of  <e1> a. paniculata </e1>  extract (ape) and andrographolide on the expression of drug-metabolizing enzymes in rat liver and determined whether modulation of these enzymes changed the pharmac <e2> tolbutamide </e2> f tolbutamide.",a. paniculata,tolbutamide,SPECULATIVE,2
191,"however, both danggui and  <e1> honghua </e1>  significantly potentiated the prolongati <e2> clopidogrel </e2> y clopidogrel on the tail bleeding time and pt. conclusions: danggui and honghua possess antithrombotic activity and cannot potentiate the antithrombotic effect of clopidogrel.",honghua,clopidogrel,POSITIVE,2
192,"aim: to assess the effects of radix bupleuri and  <e1> vinegar-baked radix bupleu <e2> cytochrome 450 </e2> ytochrome 450 activity of rats. methods: six probe drugs (caffeine, midazolam, dextromethorphan, tolbutamide, omeprazole, chlorzoxazone) were simultaneously given to rats after different dosing of radix bupleuri or vinegar-baked radix bupleuri for seven days.",vinegar-baked radix bupleuri,cytochrome 450,SPECULATIVE,2
193,"aim: to examine the growth inhibitory effects of  <e1> phyllanthus emblica </e1>  (p. emblica) and terminalia bellerica (t. bellerica) extracts on human hepatocellular carcinoma (hepg2), and lung carcinoma (a549) cells and their synergistic <e2> doxorubicin </e2> h doxorubicin or cisplatin. methods: hepg2 and a549 cells were treated with p. emblica and t. bellerica extracts either alone or in combination with doxorubicin or cisplatin and effects on cell growth were determined using the sulforhodamine b (srb) assay.",phyllanthus emblica,doxorubicin,SPECULATIVE,2
194,"for example,  <e1> st. john's wort </e1>  is a poten <e2> cyp3a4 </e2> cer of cyp3a4, which is mediated by activating the orphan pregnane x receptor.",st. john's wort,cyp3a4,POSITIVE,2
195,"so far,  <e1> st. john's wort </e1>  has been tested only with the protease inhibitor indinavir (crixivan), but it is likely to affect other drugs in that class  <e2> non-nucleoside reverse transcriptase inhibitors </e2> se inhibitors.",st. john's wort,non-nucleoside reverse transcriptase inhibitors,POSITIVE,2
196,dosing with  <e1> ginkgo </e1>  or ginger was continued for 7 days after administr <e2> warfarin </e2>  the warfarin dose.,ginkgo,warfarin,SPECULATIVE,2
197,"for example, induction of cyp3a4 by  <e1> st. john's wort </e1>  may partly provide an explanation for the enhanced plasma clearance of a number of drugs, such as cycl <e2> innadivir </e2> and innadivir, which are known substrates of cyp3a4, although other mechanisms including modulation of gastric absorption and drug transporters cannot be ruled out.",st. john's wort,innadivir,POSITIVE,2
198," <e1> radix bupleuri </e1>  and vinegar-baked radix bupleuri have strong induction effects on <e2> cyp2d6 </e2> yp2e1, cyp2d6 and cyp3a4, however, have no impact on cyp1a2.",radix bupleuri,cyp2d6,POSITIVE,2
199,"aim: to investigate the effects of ginkgo biloba extract (gbe) and tanshinone (tan) on cytochrome p450 (cyp) isozymes and glutathione transferase (gt) in rats. methods: several cyp-dependent reactions were monitored in liver and kidney microsomes of male rats treated ig with gbe and tan daily for 10 d. the activity of gt, the levels of malondialdehyde (mda) and nitric oxide (no) in the tissues were also determined. results: cyp1a1,  <e1> 1a2 </e1> , and 2b1 activities in the liver were all significantly increased (2-9.5 fold) by pretr <e2> gbe </e2> ment with gbe or tan (p<0.01).",1a2,gbe,POSITIVE,2
200,"the aim was to evaluate antibiotic modulatory effect of crude extracts from agrimonia eupatoria, hypericum alpestre, rumex obtusifolius and  <e1> sanguisorba officinalis </e1>  herbs tow <e2> commercial antibiotics </e2> l antibiotics using some gram-positive and gram-negative bacteria. methods: the antibiotic modulatory activity was tested by determining mics of antibiotics in the absence and presence of plant crude extracts at subinhibitory concentrations.",sanguisorba officinalis,commercial antibiotics,POSITIVE,2
201,"aim: to assess the effects of radix bupleuri and vinegar-baked radix bupleuri on cytochrome 450 activity of rats. methods: six probe drugs (caffeine, midazolam, dextromethorphan,  <e1> tolbutamide </e1> , omeprazole, chlorzoxazone) were simultaneously given to rats after different dosing of radix <e2> vinegar-baked radix bupleuri </e2> adix bupleuri for seven days.",tolbutamide,vinegar-baked radix bupleuri,SPECULATIVE,2
202,streptozotocin-nicotinamide-induced diabetic and normal rats were gavaged by  <e1> cinnamon < <e2> metformin </e2> /or metformin for 14 days.,cinnamon,metformin,POSITIVE,2
203,"the dosage schedules were 120 mg  <e1> g. biloba </e1> , 240 mg g. bi <e2> cilostazol </e2> mg cilostazol, 200 mg cilostazol, 75 mg clopidogrel, 150 mg clopidogrel, 120 mg g. biloba+ 100 mg cilostazol and 120 mg g. biloba+ 75 mg clopidogrel.",g. biloba,cilostazol,SPECULATIVE,2
204,"anticoagulants, nsaids, anti-platelet agents:  <e1> lavender </e1>  contains varying amounts of coumarins and may therefore theoretically increase t <e2> anticoagulant medications </e2> t medications.",lavender,anticoagulant medications,POSITIVE,2
205," <e1> alpinia officinarum </e1>  hance of the chinese traditional herb for the treatment of emesis, abdominal pain and diarrhea has been used to counteract gastric diseas <e2> indomethacin </e2>  indomethacin in rats without obvious side effects.",alpinia officinarum,indomethacin,SPECULATIVE,2
206,"serum pools prepared from samples from patients receiving  <e1> digoxin </e1>  and then supplemented w <e2> siberian ginseng </e2> erian ginseng showed falsely increased digoxin values using the fpia (e.g., for asian ginseng, 1.54 ng/ml [2.0 nmol/l] vs control value, 1.10 ng/ml [1.4 nmol/l]) and falsely decreased values using the microparticle enzyme immunoassay (meia; 0.73 ng/ml [0.9 nmol/l] vs control value, 1.04 ng/ml [1.3 nmol/l]).",digoxin,siberian ginseng,POSITIVE,2
207,"aim: to investigate the effects of ginkgo biloba extract (gbe) and tanshinone (tan) on cytochrome p450 (cyp) isozymes and glutathione transferase (gt) in rats. methods: several cyp-dependent reactions were monitored in liver and kidney microsomes of male rats treated ig with gbe and tan daily for 10 d. the activity of gt, the levels of malondialdehyde (mda) and nitric oxide (no) in the tissues were also determined. results: cyp1a1, 1a2, and  <e1> 2b1 </e1>  activities in the liver were all significantly increased (2-9.5 fold) by pretreatment <e2> tan </e2> th gbe or tan (p<0.01).",2b1,tan,POSITIVE,2
208,"aim: to assess the effects of radix bupleuri and vinegar-baked radix bupleuri on cytochrome 450 activity of rats. methods: six probe drugs (caffeine, midazolam,  <e1> dextromethorphan </e1> , tolbutamide, omeprazole, chlorzoxazone) were simultaneously given to rats after differe <e2> radix bupleuri </e2> adix bupleuri or vinegar-baked radix bupleuri for seven days.",dextromethorphan,radix bupleuri,SPECULATIVE,2
209,"serum pools prepared from samples from patients receiving digoxin and then supplemented with asian or  <e1> siberian ginseng </e1>  showed false <e2> digoxin </e2> eased digoxin values using the fpia (e.g., for asian ginseng, 1.54 ng/ml [2.0 nmol/l] vs control value, 1.10 ng/ml [1.4 nmol/l]) and falsely decreased values using the microparticle enzyme immunoassay (meia; 0.73 ng/ml [0.9 nmol/l] vs control value, 1.04 ng/ml [1.3 nmol/l]).",siberian ginseng,digoxin,POSITIVE,3
210,"herbal medicine regimens containing radix bupleuri,  <e1> fructus gardenia </e1> , fructus schisandrae, radix rehmanniae, akebia caulis, and semen plantaginis in concomit <e2> quetiapine </e2> th quetiapine, clozapine, and olanzepine were associated with nearly 60% of the risk of adverse outcomes. conclusions : concomitant herbal and antipsychotic treatment could produce either beneficial or adverse clinical effects in schizophrenic population.",fructus gardenia,quetiapine,POSITIVE,3
211,"subject sedation and electroencephalograph effects were also measured following midazolam dosing. results: compared with placebo, the  <e1> curcuminoid </e1> /piperine treatment produced no meaningful changes in plasma c(max), auc, clearance, elimination half-life or metabolite levels of midazolam, flu <e2> paracetamol </e2> r paracetamol (α = 0.05, paired t-tests).",curcuminoid,paracetamol,NEGATIVE,3
212,"it is unclear whether some component of the  <e1> ginseng </e1>  was  <e2> digoxin </e2> ed to digoxin in vivo, interfered with digoxin elimination or caused a false serum assay result.",ginseng,digoxin,SPECULATIVE,3
213,"interactions of several commonly used herbal medicines, such as ginko biloba,  <e1> milk thistle </e1> , and st. john's wort, with therapeutic dru <e2> warfarin </e2> ding warfarin, midazolam, alprazolam, indinavir, saquinavir, digoxin, nifedipine, cyclosporine, tacrolimus, irinotecan, and imatinib in humans have been reported.",milk thistle,warfarin,POSITIVE,3
214,"aim: to examine the growth inhibitory effects of phyllanthus emblica (p. emblica) and  <e1> terminalia bellerica </e1>  (t. bellerica) extracts on human hepatocellular carcinoma (hepg2), and lung carcinoma (a549) cells and their synergistic <e2> doxorubicin </e2> h doxorubicin or cisplatin. methods: hepg2 and a549 cells were treated with p. emblica and t. bellerica extracts either alone or in combination with doxorubicin or cisplatin and effects on cell growth were determined using the sulforhodamine b (srb) assay.",terminalia bellerica,doxorubicin,SPECULATIVE,3
215,"), was given to the rabbits and the blood samples were withdrawn at different time intervals (0, 0.5, 1, 1.5, 2, 3, 4, 6, 8, 12, 24 and 36 h) from marginal ear vein after dosing and theophylline in plasma was analyzed by hplc method. results: it was observed that there a significant differences in the cmax, auc, aumc, t1/2, and mrt of theophylline when coadministered with  <e2> commiphora myrrha </e2>  which indicate that the herb affect the metabolism and elimination when coadministered with theophylline . conclusion: our results suggested that concurrent use of investigated  <e1> herb </e1>  alters the pharmacokinetics of theophylline.",herb,commiphora myrrha,COREF,3
216,"interactions of several commonly used herbal medicines, such as  <e1> ginko biloba </e1> , milk thistle, and st. john's wort, with therapeutic drugs including warfarin <e2> alprazolam </e2> m, alprazolam, indinavir, saquinavir, digoxin, nifedipine, cyclosporine, tacrolimus, irinotecan, and imatinib in humans have been reported.",ginko biloba,alprazolam,POSITIVE,3
217," <e1> khat </e1>  chewing has been shown to reduce the bioavailabilities of orally co-administered antibiotics, <e2> amoxicillin </e2> , amoxicillin, cephradine and tetracyclinehcl, and the antimalarial drug, chloroquine.",khat,amoxicillin,POSITIVE,3
218, <e1> ginkgo </e1>  and ginger did not affect the apparent volumes of distribution or protein bindi <e2> s-warfarin </e2> er s-warfarin or r-warfarin.,ginkgo,s-warfarin,NEGATIVE,3
219,"aim: to determine whether customary exposure to  <e2> grapefruit </e2>  juice (gfj) alters serum concentrations, effectiveness, and potential adverse effects of atorvastatin in patients requiring the medication. methods: patients receiving extended treatment with atorvastatin (10, 20 or 40 mg day(-1)) at a stable dose received 300 ml day(-1) of 100%  <e1> gfj </e1>  for a period of 90 days.",gfj,grapefruit,COREF,3
220,"in vitro studies from our laboratory suggest that short-term exposure with pure herbal agents such as hypericin, kaempferol and quercetin or extract of  <e1> sjw </e1>  resulted in higher uptake or influx of r <e2> erythromycin </e2>  erythromycin.",sjw,erythromycin,POSITIVE,3
221," <e1> anticoagulants </e1> , nsaids, anti-plat <e2> lavender </e2> nts: lavender contains varying amounts of coumarins and may therefore theoretically increase the effect of anticoagulant medications.",anticoagulants,lavender,POSITIVE,3
222,"in vitro studies from our laboratory suggest that short-term exposure with pure herbal agents such as hypericin,  <e1> kaempferol </e1>  and quercetin or extract of sjw resulted in higher uptake or influx of r <e2> erythromycin </e2>  erythromycin.",kaempferol,erythromycin,POSITIVE,3
223," <e1> radix bupleuri </e1>  and vinegar-baked radix bupleuri have strong induction effects on the cyp2e1 <e2> cyp3a4 </e2> d6 and cyp3a4, however, have no impact on cyp1a2.",radix bupleuri,cyp3a4,POSITIVE,3
224,"herbal medicine regimens containing radix bupleuri, fructus gardenia, fructus schisandrae, radix rehmanniae,  <e1> akebia caulis </e1> , and semen plantaginis in concomit <e2> quetiapine </e2> th quetiapine, clozapine, and olanzepine were associated with nearly 60% of the risk of adverse outcomes. conclusions : concomitant herbal and antipsychotic treatment could produce either beneficial or adverse clinical effects in schizophrenic population.",akebia caulis,quetiapine,POSITIVE,3
225,an increase in plasma drug concentration is possible during concomitant administration of  <e1> sj <e2> prescribed drugs </e2> scribed drugs.,sjw,prescribed drugs,POSITIVE,3
226,"subject sedation and electroencephalograph effects were also measured following midazolam dosing. results: compared with placebo, the  <e1> curcuminoid </e1> /piperine treatment produced no meaningful changes in plasma c(max), auc, clearance, elimination half-life or metabolite levels o <e2> flurbiprofen </e2>  flurbiprofen or paracetamol (α = 0.05, paired t-tests).",curcuminoid,flurbiprofen,NEGATIVE,3
227,readministration of felodipine with grapefruit juice produced mean  <e1> felodipine </e1>  auc (61.5 +/- 32.2 ng ml-1 h) and cmax (8.4 +/- 4.8 ng ml-1) which were similar to <e2> grapefruit </e2> al grapefruit juice treatment 1-3 weeks previously.,felodipine,grapefruit,NEGATIVE,3
228,"other herbal remedies with the potential to modulate  <e2> cytochrome p450 </e2>  activity and thus participate in interactions with conventional drugs include milk thistle,  <e1> angelica dahurica </e1> , ginseng, garlic preparations, danshen and liquorice.",angelica dahurica,cytochrome p450,POSITIVE,3
229," <e1> khat </e1>  chewing has been shown to reduce the bioavailabilities of orally co-administered  <e2> ampicillin </e2> s, ampicillin, amoxicillin, cephradine and tetracyclinehcl, and the antimalarial drug, chloroquine.",khat,ampicillin,POSITIVE,3
230,"12 h-fasting venous blood samples were collected at baseline (0 day) and after 60 days of the experiment for various biochemical analysis. results: as compared with sesame oil and glibenclamide alone, combination therapy showed an improved anti-hyperglycemic effect with 36% reduction of glucose (p < 0.001 vs before treatment, p < 0.01 vs sesame oil monotherapy, p < 0.05 vs glibenclamide monotherapy) and 43% reduction of hba(1c) (p < 0.001 vs before treatment, p < 0.01 vs  <e1> sesame </e1>  oil monotherapy, <e2> glibenclamide </e2> glibenclamide monotherapy) at the end point.",sesame,glibenclamide,POSITIVE,3
231,inhibition of major human  <e1> cytochrome p450 </e1>  enzymes by a  <e2> hop </e2> ndardized hop extract and isolated hop prenylated phenols was evaluated using a fast and efficient assay based on ultrahigh pressure liquid chromatography-tandem mass spectrometry.,cytochrome p450,hop,POSITIVE,3
232,"the dosage schedules were 120 mg g. biloba, 240 mg  <e1> g. biloba </e1> , 100 mg cilostazol, 200 mg cilostazol, 75 mg clopido <e2> clopidogrel </e2> g clopidogrel, 120 mg g. biloba+ 100 mg cilostazol and 120 mg g. biloba+ 75 mg clopidogrel.",g. biloba,clopidogrel,SPECULATIVE,3
233,"in vitro studies from our laboratory suggest that short-term exposure with pure herbal agents such as hypericin,  <e1> kaempferol </e1>  and quercetin or extract of sjw resulted in higher uptake  <e2> ritonavir </e2>  of ritonavir and erythromycin.",kaempferol,ritonavir,POSITIVE,3
234,"plasma concentrations of  <e1> simvastatin </e1>  and simvastatin acid were determined up to 24 <e2> grapefruit </e2> s: grapefruit juice increased the area under the plasma concentration-time curves from 0 to 24 h [auc(0-24)] of simvastatin 3.6-fold (range 1.8-6.0-fold; p < 0.01) and that of simvastatin acid 3.3-fold (range 2.1-5.6-fold; p < 0.01), respectively.",simvastatin,grapefruit,POSITIVE,3
235, <e1> grapefruit </e1>  juice may increase both the cholesterol-lowering effect and the risk of advers <e2> simvastatin </e2> f simvastatin.,grapefruit,simvastatin,POSITIVE,3
236,"interactions of several commonly used herbal medicines, such as  <e1> ginko biloba </e1> , milk thistle, and st. john's wort, with therapeutic drugs including warfarin, midazolam, <e2> indinavir </e2> am, indinavir, saquinavir, digoxin, nifedipine, cyclosporine, tacrolimus, irinotecan, and imatinib in humans have been reported.",ginko biloba,indinavir,POSITIVE,3
237,"previous in vitro studies indicate that curcuminoids and  <e1> piperine </e1>  (a black pepper derivative that enhances curcuminoid bioavailability) could inhibit human cy <e2> ugt </e2> , cyp2c9, ugt and sult dependent drug metabolism.",piperine,ugt,POSITIVE,3
238,"in conclusion, it is evident that this study has shown the significant inhibitory effect of  <e1> cinnam <e2> cyp2d </e2> e1>  on cyp2d.",cinnamon,cyp2d,POSITIVE,3
239,"although  <e1> st. john's wort </e1>  probably does not interact with foods that contain tyramine, it should not be used with  <e2> antidepressants </e2> tidepressants.",st. john's wort,antidepressants,POSITIVE,3
240,"isoxanthohumol from  <e1> hops </e1>  was the most potent inhibitor of cyp2c8 with an ic50 of 0.2 μm, whereas 8-prenylnaringenin was the most potent  <e2> cyp1a2 </e2> tor of cyp1a2, cyp2c9 and cyp2c19 with ic50 values of 1.1 μm, 1.1 μm and 0.4 μm, respectively.",hops,cyp1a2,POSITIVE,3
241,"in this article, the modulatory effects of extracts from vinegar-baked radix bupleuri ( <e1> vbrb </e1> ) and saikosaponins on the activity of cyp1a2 <e2> cyp3a4 </e2> c9 and cyp3a4 were investigated in vitro.",vbrb,cyp3a4,SPECULATIVE,3
242,"for example, induction of cyp3a4 by  <e1> st. john's wort </e1>  may partly provide an explanation for the enhanced plasma clearance of a number of drugs, such as cyclosporine and innadivir, whi <e2> substrates of cyp3a4 </e2> tes of cyp3a4, although other mechanisms including modulation of gastric absorption and drug transporters cannot be ruled out.",st. john's wort,substrates of cyp3a4,POSITIVE,3
243,"in this article, the modulatory effects of extracts from vinegar-baked radix bupleuri ( <e1> vbrb <e2> saikosaponins </e2> saikosaponins on the activity of cyp1a2, cyp2c9 and cyp3a4 were investigated in vitro.",vbrb,saikosaponins,SPECULATIVE,3
244,"it is unclear whether some component of the  <e1> ginseng </e1>  was converted to digoxin in vivo, int <e2> digoxin </e2>  with digoxin elimination or caused a false serum assay result.",ginseng,digoxin,SPECULATIVE,3
245,"aim: to examine the growth inhibitory effects of phyllanthus emblica (p. emblica) and terminalia bellerica (t. bellerica) extracts on human hepatocellular carcinoma (hepg2), and lung carcinoma (a549) cells and their synergistic effect with doxorubicin or cisplatin. methods: hepg2 and a549 cells were treated with  <e1> p. emblica </e1>  and t. bellerica extracts either alone or in comb <e2> doxorubicin </e2> h doxorubicin or cisplatin and effects on cell growth were determined using the sulforhodamine b (srb) assay.",p. emblica,doxorubicin,SPECULATIVE,3
246,"the dosage schedules were 120 mg g. biloba, 240 mg  <e1> g. biloba </e1> , 100 mg cilost <e2> cilostazol </e2> mg cilostazol, 75 mg clopidogrel, 150 mg clopidogrel, 120 mg g. biloba+ 100 mg cilostazol and 120 mg g. biloba+ 75 mg clopidogrel.",g. biloba,cilostazol,SPECULATIVE,3
247,patients detected with hiv or cancer often consume herbal products especially  <e1> st. john's wort </e1>  (sjw) for antidepressants in comb <e2> prescription medicines </e2> ion medicines.,st. john's wort,prescription medicines,SPECULATIVE,3
248, <e1> digoxin </e1> -like immunoreactive substances (dliss) showed synergistic  <e2> ginsengs </e2> with ginsengs in interfering with the fpia and meia for digoxin.,digoxin,ginsengs,POSITIVE,3
249,"aim: the present study was conducted to investigate the effect of commonly used herb  <e1> commiphora myrrha </e1>  on the pharmacokinetic profile of t <e2> narrow therapeutic index drug </e2> ic index drug) in rabbits. methods: in the experimental groups, theophylline (16 mg/kg) was given orally to the rabbits.",commiphora myrrha,narrow therapeutic index drug,SPECULATIVE,3
250,"aim: to assess the effects of radix bupleuri and vinegar-baked radix bupleuri on cytochrome 450 activity of rats. methods: six probe drugs (caffeine,  <e1> midazolam </e1> , dextromethorphan, tolbutamide, omeprazole, chlorzoxazone) were simultaneously given to rats after different dosing of radix <e2> vinegar-baked radix bupleuri </e2> adix bupleuri for seven days.",midazolam,vinegar-baked radix bupleuri,SPECULATIVE,3
251,"methods: this was an open label, three-way crossover randomized study in 12 healthy male subjects, who received a single 25 mg dose of  <e2> warfarin </e2>  alone or after 7 days pretreatment with recommended doses of  <e1> ginkgo </e1>  or ginger from herbal medicine products of known quality.",ginkgo,warfarin,SPECULATIVE,3
252,aims:  <e1> ginkgo biloba </e1>  is available as an over-the-counter drug and reported to cause haemorrhage when coadministere <e2> antiplatelet agents </e2> atelet agents.,ginkgo biloba,antiplatelet agents,POSITIVE,3
253,"aim: to explore the potential interactions between  <e1> yin zhi huang </e1 <e2> omeprazole </e2> nd omeprazole, a substrate of cyp3a4 and cyp2c19. methods: eighteen healthy volunteers, including 6 cyp2c19*1/*1, 6 cyp2c19*1/*2 or *3 and 6 cyp2c19*2/*2 were enrolled in a 2-phase, randomized, crossover clinical trial.",yin zhi huang,omeprazole,SPECULATIVE,3
254,"the aim was to evaluate antibiotic modulatory effect of crude extracts from  <e1> agrimonia eupatoria </e1> , hypericum alpestre, rumex obtusifolius and sanguisorba officinalis herbs tow <e2> commercial antibiotics </e2> l antibiotics using some gram-positive and gram-negative bacteria. methods: the antibiotic modulatory activity was tested by determining mics of antibiotics in the absence and presence of plant crude extracts at subinhibitory concentrations.",agrimonia eupatoria,commercial antibiotics,POSITIVE,3
255,"prospective simulations with grapefruit juice and  <e1> turmeric </e1>  showed clinically minor to insignificant changes in exposure (<1.50-fold) to acalabrutinib, osi <e2> olaparib </e2>  and olaparib, but predicted 1.57-fold fc-di risk between acalabrutinib and curcumin.",turmeric,olaparib,POSITIVE,3
256,"however, both danggui and honghua significantly potentiated the prolongation caused by clopidogrel on the tail bleeding time and pt. conclusions: danggui and  <e1> honghua </e1>  possess antithrombotic activity and cannot potentiate the antithrombot <e2> clopidogrel </e2> f clopidogrel.",honghua,clopidogrel,POSITIVE,3
257,"in order to investigate the influence of  <e1> rhodiola rosea l. </e1>  roots on mood disorders, three extracts were te <e2> monoamine oxidases </e2> mine oxidases (maos a and b) in a microtitre plate bioassay. materials and methods: methanol and water extracts gave the highest inhibitory activity against maos.",rhodiola rosea l.,monoamine oxidases,POSITIVE,3
258,"aim: the aim of this study was to investigate the effect of two common herbal medicines, ginkgo and  <e1> ginger </e1> , on the pharmacokinetics and pharmac <e2> warfarin </e2> s of warfarin and the independent effect of these herbs on clotting status.",ginger,warfarin,SPECULATIVE,3
259,"aim of the study: the antithrombotic effect of danggui and honghua, herbs commonly used in traditional chinese medicine to treat the syndrome corresponding to vascular thrombosis, and  <e1> their </e1>  potential inter <e2> clopidogrel </e2> h clopidogrel were investigated. materials and methods: the efficacy of danggui, honghua alone or combination with clopidogrel was determined in three experimental models.",their,clopidogrel,SPECULATIVE,3
260,"aim: to examine the growth inhibitory effects of phyllanthus emblica ( <e1> p. emblica </e1> ) and terminalia bellerica (t. bellerica) extracts on human hepatocellular carcinoma (hepg2), and lung carcinoma (a549) cells and their synergistic effect with do <e2> cisplatin </e2>  or cisplatin. methods: hepg2 and a549 cells were treated with p. emblica and t. bellerica extracts either alone or in combination with doxorubicin or cisplatin and effects on cell growth were determined using the sulforhodamine b (srb) assay.",p. emblica,cisplatin,SPECULATIVE,3
261,"radix bupleuri and  <e1> vinegar-baked radix bupleuri </e1>  have strong induction ef <e2> cyp2e1 </e2> on the cyp2e1, cyp2d6 and cyp3a4, however, have no impact on cyp1a2.",vinegar-baked radix bupleuri,cyp2e1,POSITIVE,3
262,"isoxanthohumol from hops was the most potent inhibitor of cyp2c8 with an ic50 of 0.2 μm, whereas  <e1> 8-prenylnaringenin </e1>  was the most potent  <e2> cyp1a2 </e2> tor of cyp1a2, cyp2c9 and cyp2c19 with ic50 values of 1.1 μm, 1.1 μm and 0.4 μm, respectively.",8-prenylnaringenin,cyp1a2,POSITIVE,3
263,"subjects received atenolol with either 300 ml water, 1200 ml apple juice or 600 ml apple juice. results:  <e1> apple </e1>  juice markedly reduced the systemic <e2> atenolol </e2> e to atenolol.",apple,atenolol,POSITIVE,3
264,"herbal medicine regimens containing radix bupleuri, fructus gardenia, fructus schisandrae, radix rehmanniae, akebia caulis, and  <e1> semen plantaginis </e1>  in concomitant use with quetiapine, cl <e2> olanzepine </e2> nd olanzepine were associated with nearly 60% of the risk of adverse outcomes. conclusions : concomitant herbal and antipsychotic treatment could produce either beneficial or adverse clinical effects in schizophrenic population.",semen plantaginis,olanzepine,POSITIVE,3
265,"interactions of several commonly used herbal medicines, such as ginko biloba,  <e1> milk thistle </e1> , and st. john's wort, with therapeutic drugs including warfarin <e2> alprazolam </e2> m, alprazolam, indinavir, saquinavir, digoxin, nifedipine, cyclosporine, tacrolimus, irinotecan, and imatinib in humans have been reported.",milk thistle,alprazolam,POSITIVE,3
266,"serum pools prepared from samples from patients receiving digoxin and then supplemented with asian or siberian ginseng showed falsely increased  <e2> digoxin </e2>  values using the fpia (e.g., for  <e1> asian ginseng </e1> , 1.54 ng/ml [2.0 nmol/l] vs control value, 1.10 ng/ml [1.4 nmol/l]) and falsely decreased values using the microparticle enzyme immunoassay (meia; 0.73 ng/ml [0.9 nmol/l] vs control value, 1.04 ng/ml [1.3 nmol/l]).",asian ginseng,digoxin,POSITIVE,3
267,"anticoagulants, nsaids,  <e2> anti-platelet agents </e2> : lavender contains varying amounts of  <e1> coumarins </e1>  and may therefore theoretically increase the effect of anticoagulant medications.",coumarins,anti-platelet agents,POSITIVE,3
268,"aim: to examine the growth inhibitory effects of phyllanthus emblica (p. emblica) and terminalia bellerica (t. bellerica) extracts on human hepatocellular carcinoma (hepg2), and lung carcinoma (a549) cells and their synergistic effect with doxorubicin or cisplatin. methods: hepg2 and a549 cells were treated with  <e1> p. emblica </e1>  and t. bellerica extracts either alone or in combination with do <e2> cisplatin </e2>  or cisplatin and effects on cell growth were determined using the sulforhodamine b (srb) assay.",p. emblica,cisplatin,SPECULATIVE,3
269,"by taking advantage of the high protein binding of  <e1> chan su </e1>  and only 25% protei <e2> digoxin </e2> ng of digoxin, we further demonstrated that positive interference of chan su in the fpia and negative interference of chan su in the meia of digoxin could be eliminated by monitoring the free digoxin concentration.",chan su,digoxin,POSITIVE,3
